case:concept:name,concept:name,time:timestamp,people,scene
931,OpenPR,2022-10-03 14:16:08,tzolov,fork_close
931,ReviewRequested,2022-10-03 14:16:16,tzolov,fork_close
931,ClosePR,2022-10-05 19:13:55,olegz,fork_close
934,SubmitCommit,2022-10-10 14:22:17,neokeld,fork_close
934,OpenPR,2022-10-10 14:26:53,neokeld,fork_close
934,ClosePR,2022-10-18 13:04:16,olegz,fork_close
934,Referenced,2022-10-18 13:05:58,olegz,fork_close
935,SubmitCommit,2022-10-11 10:26:17,tzolov,fork_merge
935,OpenPR,2022-10-11 10:28:02,tzolov,fork_merge
935,ReviewRequested,2022-10-11 10:28:35,tzolov,fork_merge
935,ReviewRequested,2022-10-11 10:28:45,tzolov,fork_merge
935,MergePR,2022-10-11 14:09:30,olegz,fork_merge
937,OpenPR,2022-10-17 17:21:54,tzolov,fork_merge
937,ReviewComment,2022-10-18 12:39:14,olegz,fork_merge
937,ReviewComment,2022-10-18 12:41:42,olegz,fork_merge
937,ReviewComment,2022-10-18 12:42:24,olegz,fork_merge
937,Revise,2022-10-21 13:41:28,tzolov,fork_merge
937,Revise,2022-10-21 13:41:28,tzolov,fork_merge
937,Revise,2022-10-21 13:41:28,tzolov,fork_merge
937,Revise,2022-10-21 13:44:42,tzolov,fork_merge
937,MergePR,2022-10-25 13:33:00,olegz,fork_merge
941,SubmitCommit,2022-10-20 15:55:07,neokeld,fork_close
941,OpenPR,2022-10-20 16:01:38,neokeld,fork_close
941,ClosePR,2022-10-31 09:53:03,olegz,fork_close
941,DeleteBranch,2022-11-01 17:36:09,neokeld,fork_close
946,SubmitCommit,2022-10-26 15:28:22,tzolov,fork_merge
946,OpenPR,2022-10-26 15:31:13,tzolov,fork_merge
946,MergePR,2022-10-31 09:53:34,olegz,fork_merge
948,SubmitCommit,2022-11-01 08:57:45,corneil,fork_close
948,OpenPR,2022-11-01 08:58:28,corneil,fork_close
948,ClosePR,2022-11-01 13:09:46,corneil,fork_close
948,DeleteBranch,2022-11-01 13:09:52,corneil,fork_close
950,SubmitCommit,2022-11-01 20:28:50,neokeld,fork_close
950,OpenPR,2022-11-01 20:34:43,neokeld,fork_close
950,ClosePR,2022-11-02 09:07:43,olegz,fork_close
